hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,is_repeated_guest,previous_cancellations,deposit_type,customer_type,adr,total_of_special_requests
City Hotel,1,199,2016,May,0,1,2,1.0,0,BB,GBR,Online TA,0,0,No Deposit,Transient-Party,141.09,1
City Hotel,1,135,2016,May,0,3,2,0.0,0,SC,ITA,Offline TA/TO,0,0,No Deposit,Contract,114.83,0
City Hotel,0,129,2016,June,3,3,2,0.0,0,BB,GBR,Online TA,0,0,No Deposit,Transient,123.56,0
City Hotel,0,102,2016,August,0,4,2,0.0,0,BB,FRA,Online TA,0,0,No Deposit,Transient,151.91,1
City Hotel,0,141,2016,August,1,2,3,0.0,0,BB,IRL,Online TA,0,0,No Deposit,Transient-Party,111.72,0
City Hotel,1,165,2016,October,1,4,3,0.0,0,BB,DEU,Online TA,0,0,Non Refund,Transient,72.34,0
Resort Hotel,0,88,2016,May,1,0,2,0.0,0,HB,ESP,Offline TA/TO,0,3,No Deposit,Transient,98.1,1
City Hotel,1,17,2016,September,1,6,1,0.0,0,BB,NLD,Groups,0,0,No Deposit,Transient,144.3,0
City Hotel,1,110,2015,May,1,1,2,2.0,0,SC,PRT,Groups,0,0,No Deposit,Transient,126.42,0
City Hotel,1,293,2017,August,0,4,2,0.0,0,HB,PRT,Corporate,0,0,No Deposit,Transient-Party,155.82,1
City Hotel,0,90,2015,August,0,2,1,0.0,0,SC,FRA,Online TA,0,0,No Deposit,Transient,119.41,2
Resort Hotel,0,120,2017,July,0,2,2,2.0,0,BB,IRL,Groups,0,0,No Deposit,Transient,156.35,1
City Hotel,1,37,2016,September,3,2,2,0.0,0,BB,USA,Groups,0,3,No Deposit,Transient-Party,152.45,0
City Hotel,0,69,2016,November,1,1,2,0.0,0,HB,PRT,Online TA,0,0,No Deposit,Transient,103.15,0
City Hotel,1,91,2016,March,1,2,2,0.0,0,Undefined,ESP,Complementary,0,1,No Deposit,Transient-Party,90.16,1
Resort Hotel,0,77,2017,August,1,3,2,0.0,0,HB,FRA,Online TA,0,3,No Deposit,Transient,144.88,2
Resort Hotel,0,91,2017,December,2,7,2,3.0,0,BB,ITA,Groups,0,0,No Deposit,Transient,114.66,3
City Hotel,0,90,2016,November,2,3,2,0.0,0,SC,NLD,Groups,0,0,No Deposit,Transient,70.95,3
City Hotel,1,161,2016,April,1,2,2,0.0,0,HB,PRT,Groups,0,0,No Deposit,Transient,147.7,0
City Hotel,0,40,2016,March,2,1,1,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient-Party,87.91,1
City Hotel,0,187,2017,October,0,2,2,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient,121.92,0
Resort Hotel,0,65,2017,August,2,2,2,0.0,0,BB,NLD,Online TA,0,0,No Deposit,Transient-Party,142.31,0
City Hotel,1,59,2016,May,0,2,2,0.0,0,BB,GBR,Online TA,0,0,Non Refund,Transient,80.68,0
City Hotel,0,70,2017,June,1,1,2,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient,116.05,3
City Hotel,1,35,2016,June,1,3,2,0.0,0,Undefined,PRT,Corporate,0,0,No Deposit,Transient-Party,131.45,0
Resort Hotel,0,102,2016,March,1,3,2,0.0,0,BB,USA,Aviation,0,0,No Deposit,Transient-Party,97.97,0
Resort Hotel,0,77,2017,July,1,3,2,0.0,0,BB,ESP,Online TA,0,0,No Deposit,Transient,147.34,1
City Hotel,0,93,2016,July,0,1,2,2.0,0,BB,ESP,Online TA,0,0,No Deposit,Transient,149.79,1
City Hotel,1,165,2015,August,0,3,2,2.0,0,BB,ESP,Online TA,0,0,No Deposit,Transient,170.13,1
City Hotel,0,167,2016,December,1,4,2,0.0,0,BB,ITA,Online TA,1,0,No Deposit,Transient,77.47,0
City Hotel,0,132,2017,March,0,4,2,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient,128.24,2
Resort Hotel,1,57,2017,February,2,4,2,0.0,0,BB,BEL,Offline TA/TO,0,0,No Deposit,Transient,87.2,0
City Hotel,0,42,2016,October,2,2,2,3.0,0,SC,ESP,Corporate,0,0,No Deposit,Transient,118.48,0
Resort Hotel,1,75,2017,June,3,1,1,0.0,0,HB,DEU,Groups,0,3,Non Refund,Contract,134.68,1
Resort Hotel,0,18,2016,July,1,1,2,0.0,0,HB,BEL,Direct,0,0,No Deposit,Transient,174.43,0
Resort Hotel,0,202,2017,July,2,2,1,1.0,0,BB,PRT,Direct,0,0,No Deposit,Transient,158.48,0
Resort Hotel,1,52,2016,May,1,3,2,0.0,0,BB,FRA,Offline TA/TO,0,0,No Deposit,Transient,70.27,0
Resort Hotel,1,64,2017,March,1,2,2,2.0,0,SC,PRT,Offline TA/TO,0,0,No Deposit,Transient,138.43,0
Resort Hotel,0,33,2017,June,0,0,2,1.0,0,BB,BEL,Direct,0,0,No Deposit,Transient,153.21,3
Resort Hotel,0,77,2017,April,0,5,2,0.0,1,BB,FRA,Online TA,0,0,No Deposit,Transient,59.31,2
City Hotel,0,115,2017,May,0,2,2,0.0,0,BB,FRA,Offline TA/TO,0,0,No Deposit,Transient,104.24,0
City Hotel,1,55,2015,May,2,3,1,0.0,0,FB,PRT,Groups,0,0,No Deposit,Transient,136.62,1
City Hotel,1,98,2017,August,2,3,1,2.0,0,BB,GBR,Offline TA/TO,0,0,No Deposit,Transient,138.79,1
Resort Hotel,0,22,2016,January,0,1,2,0.0,0,BB,FRA,Online TA,0,0,No Deposit,Transient,81.21,2
City Hotel,1,140,2016,May,0,1,2,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient,92.73,0
City Hotel,0,96,2015,October,0,3,2,2.0,0,BB,PRT,Direct,0,0,No Deposit,Transient,136.66,1
City Hotel,0,92,2017,November,0,0,3,0.0,0,BB,ESP,Online TA,0,0,No Deposit,Transient,99.68,0
Resort Hotel,0,53,2016,April,1,1,2,0.0,0,BB,FRA,Direct,0,0,No Deposit,Transient,94.82,0
Resort Hotel,1,83,2016,November,1,1,1,3.0,0,BB,PRT,Corporate,0,0,No Deposit,Transient,111.58,1
Resort Hotel,0,63,2015,August,1,2,2,0.0,0,Undefined,PRT,Online TA,0,0,No Deposit,Transient,172.03,2
Resort Hotel,1,9,2016,December,0,2,2,1.0,0,BB,ESP,Offline TA/TO,0,0,No Deposit,Transient,90.23,0
City Hotel,0,75,2016,March,1,5,3,0.0,0,BB,IRL,Groups,0,0,No Deposit,Transient-Party,98.74,0
City Hotel,1,116,2017,October,2,3,2,0.0,0,BB,PRT,Groups,0,0,No Deposit,Transient,118.81,1
Resort Hotel,1,156,2016,November,1,4,1,1.0,0,BB,PRT,Direct,0,0,No Deposit,Transient-Party,75.31,0
City Hotel,0,50,2016,September,0,0,2,0.0,0,BB,PRT,Corporate,0,0,No Deposit,Transient,131.14,0
City Hotel,0,30,2015,October,0,3,2,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient-Party,118.6,0
City Hotel,0,117,2017,October,1,3,1,0.0,0,Undefined,DEU,Offline TA/TO,0,0,No Deposit,Transient,71.08,0
Resort Hotel,0,45,2017,August,0,0,2,1.0,0,BB,ESP,Online TA,0,0,No Deposit,Transient,170.01,2
Resort Hotel,0,49,2017,August,0,1,2,1.0,0,BB,GBR,Online TA,0,0,No Deposit,Transient-Party,177.34,0
Resort Hotel,1,122,2016,January,0,2,2,0.0,0,HB,PRT,Online TA,0,0,No Deposit,Transient-Party,87.98,0
City Hotel,0,6,2017,April,0,5,3,0.0,0,BB,FRA,Offline TA/TO,0,0,No Deposit,Transient,107.58,0
City Hotel,1,205,2016,February,0,2,2,0.0,0,BB,NLD,Direct,0,0,No Deposit,Transient,113.91,0
Resort Hotel,0,88,2016,July,1,2,1,0.0,0,BB,DEU,Corporate,0,0,No Deposit,Transient,143.0,2
City Hotel,1,43,2017,February,2,1,2,0.0,0,HB,FRA,Corporate,0,0,No Deposit,Transient,77.32,0
Resort Hotel,1,249,2016,June,1,3,1,0.0,0,SC,GBR,Online TA,0,0,No Deposit,Transient,139.24,0
City Hotel,1,100,2017,January,0,3,2,0.0,0,HB,PRT,Online TA,0,0,No Deposit,Transient,120.91,0
City Hotel,1,57,2016,April,0,3,2,0.0,0,BB,FRA,Online TA,0,3,Non Refund,Transient,104.08,1
Resort Hotel,1,32,2017,November,1,2,2,0.0,0,BB,PRT,Groups,0,0,No Deposit,Transient-Party,72.25,1
Resort Hotel,0,153,2015,July,1,3,2,0.0,0,BB,IRL,Offline TA/TO,0,0,No Deposit,Transient,148.66,1
City Hotel,0,142,2015,February,0,3,2,0.0,0,BB,ESP,Direct,0,0,No Deposit,Transient-Party,112.04,1
Resort Hotel,0,69,2016,May,3,0,2,0.0,0,BB,GBR,Offline TA/TO,0,0,No Deposit,Transient,94.05,0
City Hotel,0,164,2017,April,3,2,2,0.0,0,HB,PRT,Online TA,0,0,No Deposit,Transient,71.73,1
City Hotel,0,105,2017,June,2,6,2,3.0,0,FB,PRT,Online TA,0,0,No Deposit,Transient-Party,142.79,0
City Hotel,1,136,2017,March,1,2,2,0.0,0,SC,IRL,Aviation,0,0,No Deposit,Transient,80.92,0
City Hotel,0,86,2017,November,1,2,2,0.0,0,BB,ITA,Direct,0,0,No Deposit,Transient-Party,123.35,0
City Hotel,1,19,2015,June,1,3,2,0.0,0,BB,,Online TA,0,0,No Deposit,Transient,116.01,0
City Hotel,0,98,2016,February,3,1,2,1.0,0,BB,PRT,Offline TA/TO,0,0,No Deposit,Transient,109.67,0
City Hotel,0,143,2017,December,1,4,2,0.0,0,HB,PRT,Direct,0,0,No Deposit,Contract,108.75,1
City Hotel,0,85,2015,May,0,0,2,2.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient,115.06,1
City Hotel,0,84,2016,October,0,1,2,0.0,0,SC,PRT,Offline TA/TO,0,0,No Deposit,Transient-Party,113.93,0
City Hotel,0,58,2017,September,3,3,2,0.0,0,SC,FRA,Offline TA/TO,0,0,No Deposit,Transient,134.36,2
City Hotel,0,5,2016,February,1,3,2,0.0,0,SC,PRT,Direct,0,0,No Deposit,Transient-Party,112.53,0
Resort Hotel,0,38,2017,April,0,0,2,1.0,0,BB,PRT,Groups,1,0,No Deposit,Transient,79.08,0
City Hotel,1,36,2017,May,0,0,2,0.0,0,SC,BEL,Groups,0,0,No Deposit,Transient,129.75,1
City Hotel,0,61,2016,September,0,2,3,0.0,0,BB,USA,Groups,0,0,No Deposit,Transient-Party,115.08,1
City Hotel,0,10,2017,March,2,4,2,1.0,0,BB,GBR,Aviation,0,0,No Deposit,Transient,116.94,1
City Hotel,1,42,2015,October,2,7,2,0.0,0,HB,PRT,Groups,0,0,Non Refund,Transient,132.38,0
City Hotel,0,17,2015,April,1,0,1,0.0,0,SC,GBR,Groups,0,0,No Deposit,Transient,151.34,0
City Hotel,1,103,2017,September,2,1,2,2.0,0,BB,PRT,Offline TA/TO,0,0,Non Refund,Transient,200.02,2
City Hotel,0,61,2017,November,1,5,2,0.0,0,SC,PRT,Online TA,0,0,No Deposit,Transient,96.99,0
City Hotel,0,67,2015,October,0,0,2,0.0,0,BB,NLD,Online TA,0,0,No Deposit,Transient,96.49,3
City Hotel,1,155,2016,April,2,3,2,0.0,0,HB,PRT,Direct,0,0,No Deposit,Transient-Party,114.99,0
Resort Hotel,0,63,2016,September,2,2,2,0.0,0,BB,PRT,Offline TA/TO,0,0,No Deposit,Transient,160.08,1
Resort Hotel,1,98,2016,January,0,1,3,0.0,0,BB,NLD,Groups,0,0,No Deposit,Transient,90.46,0
City Hotel,0,15,2016,March,1,3,1,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient-Party,76.88,0
City Hotel,0,161,2016,November,2,4,2,0.0,0,BB,GBR,Groups,0,0,No Deposit,Transient,127.62,2
City Hotel,1,47,2016,February,1,2,1,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient,98.77,0
City Hotel,1,205,2017,December,1,3,2,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient,118.3,0
City Hotel,0,172,2015,March,1,0,2,0.0,0,FB,ESP,Offline TA/TO,0,0,No Deposit,Transient,104.32,0
City Hotel,0,115,2015,June,1,2,2,0.0,0,BB,NLD,Offline TA/TO,0,0,No Deposit,Transient,99.05,1
Resort Hotel,1,104,2016,July,0,2,2,0.0,0,HB,FRA,Groups,0,0,No Deposit,Transient-Party,156.98,0
City Hotel,1,179,2015,April,0,2,2,0.0,0,SC,DEU,Offline TA/TO,0,0,Non Refund,Transient-Party,107.42,0
Resort Hotel,0,164,2015,May,0,2,2,2.0,0,BB,IRL,Direct,0,0,No Deposit,Transient,91.94,0
City Hotel,0,47,2016,December,1,2,2,0.0,0,BB,PRT,Groups,0,0,No Deposit,Transient,111.41,0
City Hotel,0,121,2017,July,2,2,2,0.0,0,BB,FRA,Groups,0,0,No Deposit,Transient-Party,127.6,0
Resort Hotel,0,93,2015,February,0,3,2,0.0,0,BB,PRT,Direct,0,0,No Deposit,Transient,109.08,0
City Hotel,1,20,2017,June,3,3,2,0.0,0,BB,FRA,Offline TA/TO,0,0,No Deposit,Transient-Party,122.68,1
Resort Hotel,1,67,2016,August,1,3,2,0.0,0,SC,PRT,Online TA,0,0,No Deposit,Transient,127.56,0
City Hotel,1,28,2016,April,1,2,2,1.0,0,BB,PRT,Groups,0,0,No Deposit,Transient,117.46,1
Resort Hotel,0,30,2017,December,0,3,2,0.0,0,BB,FRA,Offline TA/TO,0,0,No Deposit,Contract,93.06,0
City Hotel,0,145,2017,September,1,2,2,2.0,0,BB,FRA,Online TA,0,0,No Deposit,Transient,153.24,1
Resort Hotel,0,71,2017,August,1,3,2,0.0,0,BB,ESP,Online TA,0,0,No Deposit,Transient,146.81,0
City Hotel,0,13,2015,July,1,4,2,0.0,0,BB,FRA,Direct,0,0,No Deposit,Transient,129.51,3
City Hotel,0,131,2017,July,2,5,3,0.0,0,BB,IRL,Offline TA/TO,0,0,No Deposit,Transient,94.68,1
City Hotel,0,30,2015,October,2,4,1,0.0,0,SC,FRA,Online TA,0,0,No Deposit,Transient,80.68,0
City Hotel,1,120,2017,June,0,1,2,0.0,0,SC,DEU,Online TA,0,0,Non Refund,Transient,116.86,1
City Hotel,0,67,2017,January,1,4,2,0.0,0,BB,PRT,Direct,0,0,No Deposit,Transient,129.61,1
City Hotel,0,64,2016,April,1,4,3,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Contract,95.68,0
City Hotel,0,56,2017,April,0,0,1,0.0,0,Undefined,PRT,Groups,0,0,No Deposit,Transient,112.66,1
Resort Hotel,1,197,2017,June,2,3,2,0.0,1,HB,NLD,Online TA,0,0,Non Refund,Transient,159.25,0
City Hotel,0,105,2017,June,0,2,2,0.0,0,BB,GBR,Offline TA/TO,0,0,No Deposit,Transient,129.89,3
Resort Hotel,0,73,2017,August,0,1,2,0.0,0,BB,FRA,Online TA,0,0,No Deposit,Transient-Party,181.85,1
Resort Hotel,0,53,2017,February,0,1,2,0.0,0,BB,FRA,Online TA,0,0,No Deposit,Transient,76.28,0
Resort Hotel,0,72,2017,November,0,2,2,0.0,0,BB,DEU,Online TA,0,0,No Deposit,Transient,61.0,0
City Hotel,1,214,2016,May,1,4,2,0.0,0,SC,PRT,Online TA,0,3,Non Refund,Transient-Party,114.64,0
Resort Hotel,0,114,2017,March,0,2,2,0.0,0,BB,GBR,Offline TA/TO,0,0,No Deposit,Transient,71.43,3
City Hotel,0,83,2016,April,1,1,3,0.0,0,SC,PRT,Groups,0,0,No Deposit,Transient,89.07,1
City Hotel,1,48,2016,February,1,5,2,0.0,0,BB,ESP,Groups,0,0,No Deposit,Transient,126.96,0
City Hotel,1,182,2017,August,1,1,2,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Contract,122.78,0
City Hotel,0,78,2017,October,1,2,1,0.0,0,SC,PRT,Online TA,0,0,No Deposit,Transient-Party,84.67,0
City Hotel,0,135,2017,May,2,2,1,1.0,0,BB,FRA,Groups,0,3,No Deposit,Transient,139.09,0
Resort Hotel,0,189,2016,June,0,3,2,1.0,0,BB,PRT,Offline TA/TO,0,0,No Deposit,Transient-Party,186.59,0
City Hotel,1,234,2017,March,1,3,1,0.0,0,BB,ESP,Groups,0,0,Non Refund,Transient,112.53,3
Resort Hotel,0,90,2017,April,4,3,2,0.0,0,BB,ESP,Online TA,0,0,No Deposit,Transient,99.06,1
Resort Hotel,1,141,2016,March,2,2,2,0.0,0,SC,DEU,Direct,0,0,Non Refund,Transient-Party,72.39,0
City Hotel,1,54,2016,January,0,2,1,0.0,0,HB,PRT,Complementary,0,3,No Deposit,Transient,115.54,0
Resort Hotel,0,66,2016,April,0,1,2,1.0,0,BB,GBR,Offline TA/TO,0,0,No Deposit,Transient,132.8,3
City Hotel,0,148,2016,June,1,3,3,0.0,0,HB,FRA,Direct,0,0,No Deposit,Transient-Party,147.05,0
City Hotel,0,103,2016,September,0,2,1,0.0,0,BB,PRT,Direct,0,0,No Deposit,Transient,112.25,0
City Hotel,1,22,2016,October,1,6,2,0.0,0,BB,PRT,Groups,0,0,No Deposit,Transient,90.66,1
Resort Hotel,0,105,2016,May,1,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,No Deposit,Transient,89.37,0
City Hotel,1,143,2015,April,1,1,1,0.0,0,SC,IRL,Offline TA/TO,0,0,No Deposit,Transient,119.88,0
City Hotel,0,120,2016,September,0,3,2,0.0,0,BB,USA,Complementary,0,0,No Deposit,Contract,143.34,1
City Hotel,0,83,2017,May,1,1,2,0.0,0,FB,PRT,Online TA,0,0,No Deposit,Transient,82.27,2
City Hotel,0,34,2017,August,1,2,2,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient,145.53,0
City Hotel,0,84,2016,May,2,1,2,0.0,0,BB,PRT,Offline TA/TO,0,0,No Deposit,Transient-Party,128.72,1
City Hotel,0,365,2017,August,0,3,2,0.0,0,BB,PRT,Aviation,0,0,No Deposit,Transient,93.88,1
City Hotel,0,70,2015,August,2,3,3,0.0,0,BB,GBR,Offline TA/TO,0,0,No Deposit,Transient,129.05,1
City Hotel,0,33,2015,May,1,2,2,0.0,0,BB,FRA,Groups,0,0,No Deposit,Contract,108.47,0
City Hotel,0,138,2017,August,2,3,2,1.0,0,SC,GBR,Direct,0,0,No Deposit,Transient,120.77,1
City Hotel,0,239,2015,June,2,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,No Deposit,Transient,100.28,1
Resort Hotel,0,174,2016,August,1,1,3,0.0,0,BB,PRT,Groups,0,0,No Deposit,Transient,127.03,0
City Hotel,1,15,2015,August,0,1,2,2.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient,158.15,1
City Hotel,0,111,2016,February,1,1,1,0.0,0,BB,GBR,Offline TA/TO,0,0,No Deposit,Transient-Party,112.92,0
City Hotel,0,107,2016,September,0,5,2,0.0,0,BB,GBR,Online TA,0,0,No Deposit,Transient,141.22,0
Resort Hotel,0,103,2016,October,0,1,2,0.0,0,Undefined,BEL,Online TA,0,0,No Deposit,Transient,92.97,0
City Hotel,0,56,2015,May,1,1,1,0.0,0,Undefined,IRL,Offline TA/TO,0,0,No Deposit,Transient,109.67,0
Resort Hotel,0,29,2016,December,0,2,3,0.0,0,BB,PRT,Offline TA/TO,0,0,No Deposit,Transient-Party,79.24,2
City Hotel,0,88,2015,June,1,3,1,0.0,0,SC,PRT,Offline TA/TO,0,0,No Deposit,Transient-Party,166.87,0
City Hotel,0,12,2016,May,1,0,2,2.0,0,BB,PRT,Groups,0,0,No Deposit,Transient,117.38,2
City Hotel,0,15,2016,March,0,4,1,0.0,0,SC,GBR,Online TA,0,0,No Deposit,Transient,123.42,2
Resort Hotel,0,19,2015,July,0,1,1,0.0,0,HB,GBR,Groups,0,0,No Deposit,Transient-Party,109.92,1
City Hotel,0,63,2016,April,2,5,2,0.0,0,BB,DEU,Direct,1,0,No Deposit,Transient,121.03,1
Resort Hotel,0,121,2017,April,0,0,2,0.0,0,HB,GBR,Corporate,0,0,No Deposit,Group,82.41,1
City Hotel,1,99,2016,July,3,2,1,1.0,0,BB,IRL,Groups,0,0,No Deposit,Transient,144.87,0
Resort Hotel,0,241,2016,May,0,0,2,0.0,0,BB,ESP,Groups,0,0,No Deposit,Transient,96.66,0
City Hotel,0,48,2016,May,2,2,2,0.0,0,HB,PRT,Online TA,0,0,No Deposit,Transient-Party,102.52,1
Resort Hotel,0,258,2015,September,2,1,2,0.0,0,BB,DEU,Online TA,0,2,No Deposit,Transient,139.57,0
City Hotel,1,76,2015,February,1,2,2,0.0,0,BB,DEU,Offline TA/TO,0,0,No Deposit,Transient,81.27,3
City Hotel,1,165,2015,August,2,0,2,0.0,0,BB,USA,Groups,0,0,Non Refund,Contract,112.89,0
City Hotel,0,124,2016,September,1,4,2,0.0,0,BB,FRA,Online TA,0,0,No Deposit,Transient,107.29,0
City Hotel,0,35,2016,January,0,4,1,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient,98.71,1
City Hotel,0,117,2017,December,1,1,2,0.0,0,BB,DEU,Direct,0,0,No Deposit,Transient,83.58,2
Resort Hotel,1,23,2017,November,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,No Deposit,Transient,123.2,0
City Hotel,0,170,2016,August,1,2,1,0.0,0,BB,PRT,Direct,0,0,No Deposit,Transient,104.01,0
City Hotel,1,140,2017,August,0,2,2,2.0,1,SC,FRA,Groups,0,0,No Deposit,Transient,127.3,0
City Hotel,1,118,2015,February,1,5,1,2.0,0,BB,NLD,Direct,0,0,Non Refund,Transient,131.18,3
City Hotel,1,159,2016,February,0,0,2,0.0,0,HB,PRT,Offline TA/TO,0,0,No Deposit,Transient-Party,95.28,0
City Hotel,0,37,2016,September,1,5,1,0.0,0,HB,NLD,Offline TA/TO,0,0,No Deposit,Transient-Party,131.56,0
City Hotel,1,86,2016,April,0,3,1,0.0,0,HB,GBR,Online TA,0,2,No Deposit,Transient,68.25,1
City Hotel,0,163,2017,March,1,7,2,0.0,0,FB,PRT,Direct,0,0,No Deposit,Transient-Party,112.76,0
City Hotel,1,160,2015,September,0,4,1,0.0,0,HB,DEU,Online TA,0,0,No Deposit,Transient,123.36,0
City Hotel,1,320,2017,May,0,2,3,0.0,0,SC,PRT,Groups,0,0,No Deposit,Transient-Party,102.97,0
Resort Hotel,1,265,2015,June,3,3,3,0.0,0,HB,PRT,Online TA,0,0,Non Refund,Transient,157.34,0
Resort Hotel,0,12,2016,January,2,4,2,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient,98.61,1
Resort Hotel,0,56,2017,November,1,2,3,0.0,0,BB,DEU,Online TA,0,0,No Deposit,Transient,101.62,0
City Hotel,1,63,2016,June,0,2,2,1.0,0,HB,FRA,Complementary,0,0,No Deposit,Contract,129.94,0
City Hotel,0,107,2015,March,0,5,2,0.0,0,SC,ITA,Groups,0,0,No Deposit,Transient,95.44,1
Resort Hotel,0,50,2015,May,0,5,2,0.0,0,BB,ITA,Online TA,0,0,No Deposit,Transient,91.59,0
Resort Hotel,1,271,2015,July,1,1,2,0.0,0,SC,PRT,Online TA,0,0,No Deposit,Transient-Party,162.13,2
City Hotel,0,282,2015,September,0,2,2,0.0,0,BB,ITA,Online TA,0,0,No Deposit,Transient,138.58,1
City Hotel,0,61,2016,August,0,3,2,0.0,0,FB,PRT,Complementary,0,1,No Deposit,Transient,123.05,1
Resort Hotel,0,110,2016,May,0,3,1,0.0,0,BB,PRT,Offline TA/TO,0,0,No Deposit,Transient,38.9,3
Resort Hotel,0,62,2016,July,0,5,2,0.0,0,BB,NLD,Offline TA/TO,0,0,No Deposit,Contract,110.65,1
Resort Hotel,0,39,2015,April,1,2,2,0.0,0,BB,GBR,Online TA,0,0,No Deposit,Transient,53.71,0
City Hotel,0,102,2017,June,2,3,1,0.0,0,BB,PRT,Direct,0,0,No Deposit,Transient,138.63,2
City Hotel,0,116,2015,July,1,1,2,0.0,0,HB,PRT,Online TA,0,0,No Deposit,Transient,127.09,1
City Hotel,1,78,2015,July,1,1,2,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient-Party,114.72,0
City Hotel,1,193,2017,December,1,4,2,3.0,0,SC,PRT,Corporate,0,0,No Deposit,Transient,130.36,0
City Hotel,0,172,2016,May,0,3,2,1.0,0,SC,GBR,Direct,0,0,No Deposit,Transient,111.79,1
City Hotel,0,112,2016,August,1,3,1,0.0,0,Undefined,GBR,Offline TA/TO,0,0,No Deposit,Transient-Party,126.27,0
City Hotel,1,101,2017,March,1,6,2,0.0,0,BB,PRT,Online TA,0,0,Non Refund,Transient,131.34,1
City Hotel,0,165,2016,July,2,0,2,3.0,0,HB,PRT,Offline TA/TO,0,0,No Deposit,Transient,178.7,0
City Hotel,0,72,2016,June,2,2,2,0.0,0,BB,PRT,Offline TA/TO,0,0,No Deposit,Transient,103.29,1
Resort Hotel,0,109,2015,May,0,3,2,0.0,0,BB,FRA,Complementary,0,0,No Deposit,Transient,109.09,0
Resort Hotel,0,79,2017,September,0,3,2,0.0,0,BB,GBR,Complementary,0,0,No Deposit,Transient,128.0,2
City Hotel,0,112,2017,March,2,1,1,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient,49.45,0
Resort Hotel,0,82,2015,June,0,5,1,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient,128.05,1
Resort Hotel,0,166,2016,March,2,4,1,1.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient,92.4,0
Resort Hotel,1,173,2017,July,2,4,3,0.0,0,HB,BEL,Online TA,0,0,No Deposit,Transient,166.4,0
City Hotel,0,101,2017,August,1,3,1,0.0,0,BB,ITA,Online TA,0,0,No Deposit,Contract,105.1,1
Resort Hotel,0,152,2016,November,0,0,2,0.0,0,Undefined,PRT,Online TA,0,0,No Deposit,Transient-Party,93.3,0
City Hotel,0,178,2016,August,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,No Deposit,Transient,143.74,1
Resort Hotel,0,105,2016,October,0,4,2,0.0,0,BB,PRT,Offline TA/TO,0,1,No Deposit,Transient-Party,84.81,2
Resort Hotel,1,53,2017,May,0,4,2,2.0,0,FB,PRT,Corporate,1,0,No Deposit,Transient,110.19,1
City Hotel,0,35,2015,November,1,0,2,0.0,0,SC,PRT,Online TA,0,0,No Deposit,Transient,132.74,1
Resort Hotel,1,97,2016,June,1,1,2,0.0,0,BB,GBR,Online TA,0,0,No Deposit,Contract,172.85,0
Resort Hotel,1,177,2017,December,2,1,2,1.0,0,BB,GBR,Offline TA/TO,0,0,Non Refund,Transient,90.97,0
City Hotel,1,104,2015,May,0,4,3,1.0,0,BB,PRT,Online TA,0,0,Non Refund,Transient,120.06,0
City Hotel,1,32,2017,August,1,1,2,0.0,0,BB,DEU,Online TA,0,0,No Deposit,Transient-Party,192.51,0
City Hotel,1,117,2016,May,1,2,2,0.0,0,BB,PRT,Corporate,0,0,No Deposit,Transient,94.22,0
City Hotel,1,180,2016,May,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,1,No Deposit,Transient,113.96,0
Resort Hotel,0,82,2016,August,2,3,1,0.0,0,BB,ITA,Online TA,0,0,No Deposit,Transient,177.47,0
City Hotel,0,96,2015,October,1,2,2,1.0,0,BB,BEL,Online TA,0,0,No Deposit,Transient,108.2,0
City Hotel,0,67,2017,March,1,4,1,0.0,0,HB,PRT,Groups,0,0,No Deposit,Transient-Party,110.61,1
Resort Hotel,0,63,2017,February,0,2,2,0.0,0,BB,ESP,Online TA,0,0,No Deposit,Transient,89.14,0
City Hotel,1,339,2017,June,0,2,1,0.0,0,BB,FRA,Online TA,0,0,No Deposit,Transient,157.36,1
