customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1348-ASQXI,Male,0,Yes,Yes,9,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),68.7,594.66,Yes
3639-TNXJE,Male,1,Yes,Yes,52,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,75.52,3941.27,No
6597-BQNJY,Female,1,No,No,13,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,61.6,817.79,No
2525-VAMYC,Female,0,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,95.34,3145.08,Yes
6867-GYGEA,Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),73.1,583.02,Yes
8327-TNASL,Female,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),32.72,2401.62,No
6861-IXUCX,Male,0,No,No,53,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,71.53,3785.78,Yes
3008-YCWVI,Female,1,Yes,Yes,50,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,80.88,4074.75,Yes
9132-GNEQQ,Male,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),27.09,794.76,No
5723-XXUPP,Male,0,No,No,23,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,77.05,1812.28,No
8750-LPYCO,Male,1,Yes,Yes,16,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,90.23,1420.85,Yes
2245-UPOAR,Female,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,100.17,7108.3,No
1133-EIAZB,Male,0,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,28.99,155.24,No
3303-MTXKB,Female,0,No,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),97.86,3983.83,No
6863-JYSSO,Male,0,Yes,No,13,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,85.83,1153.34,No
8268-PMUAZ,Male,1,Yes,No,8,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,61.51,492.5,No
2061-ZVJIQ,Male,1,No,Yes,19,No,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),53.65,995.09,No
8764-MHFVF,Male,0,No,No,19,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),97.0,1838.31,Yes
1495-KZKLA,Female,0,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.62,723.4,No
8861-NVXJB,Male,0,Yes,Yes,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),94.55,5291.22,No
2761-ZSXJN,Female,0,No,Yes,22,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),86.66,1923.93,No
7356-ITGXV,Male,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.39,136.9,No
2815-QFCNN,Male,0,Yes,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),86.71,967.57,Yes
9042-PVGLR,Male,0,No,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.89,664.67,No
1333-OHHFE,Male,0,Yes,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),28.24,493.25,No
9906-GOOTL,Female,0,No,No,41,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),58.11,2393.45,No
7524-PKPHP,Female,1,Yes,No,33,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.05,2790.95,No
3020-EYPQP,Male,0,Yes,Yes,46,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,87.72,4038.03,No
1542-DMZZI,Female,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,79.98,149.92,Yes
3219-ATUXU,Female,0,Yes,No,53,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,83.19,4410.19,No
1648-XWWCA,Female,0,No,No,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.82,110.32,No
2126-FKDJT,Female,0,No,Yes,38,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.36,3417.72,No
7013-TFBEX,Female,0,Yes,Yes,63,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,85.36,5350.24,No
9100-VDIGB,Female,0,No,Yes,1,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),65.66,42.54,Yes
7518-UMVNY,Female,0,No,No,23,No,No phone service,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,52.76,1229.92,No
5292-DHGBF,Male,0,No,Yes,17,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),84.92,1407.88,No
1824-SAUTK,Female,0,Yes,No,7,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),60.49,431.65,No
6135-HHPPS,Male,1,No,Yes,1,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),81.03,99.19,Yes
2091-XLDNX,Female,0,No,No,54,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,67.54,3634.27,No
8044-SLOSY,Female,0,No,Yes,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,29.25,231.41,No
7709-MOIRG,Male,0,Yes,Yes,72,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Mailed check,64.14,4640.99,No
4488-PHDUL,Female,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,21.11,232.52,No
9823-AYYSB,Female,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.92,240.41,Yes
3421-DLGMT,Male,0,No,No,0,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,88.06, ,Yes
9060-RJGLV,Female,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.41,723.28,Yes
2987-QVVTV,Female,0,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,31.7,295.48,No
8236-ZUBSV,Female,0,Yes,No,24,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Mailed check,68.35,1631.24,No
8772-LBKTQ,Male,0,No,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),29.01,1128.64,No
9419-RTSBS,Male,0,Yes,Yes,15,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,86.1,1301.62,Yes
3280-YXOGU,Female,0,Yes,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.03,1047.11,No
5026-ZVTWP,Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),31.15,2250.85,No
6483-FFNNH,Male,0,No,Yes,20,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Mailed check,82.78,1669.47,Yes
2516-VBKXC,Male,0,Yes,Yes,16,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,74.49,1184.23,Yes
6420-ERHET,Male,0,Yes,No,9,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.06,824.57,No
1655-OAPKZ,Female,0,Yes,Yes,25,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),99.4,2513.38,Yes
9633-TDZMZ,Female,0,Yes,No,70,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Electronic check,92.26,6466.89,No
6291-VJAJZ,Female,0,No,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,91.5,2198.63,No
8965-SDSQN,Female,0,Yes,Yes,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,23.82,877.31,No
5356-DSGAM,Male,0,Yes,No,25,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),87.4,2182.05,No
1793-EUUJL,Male,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),27.51,629.72,No
1725-NVWZM,Male,0,No,Yes,72,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,88.59,6383.7,Yes
3679-LXNJA,Male,0,No,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.65,1014.65,Yes
9623-TEVEH,Male,1,No,No,49,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),88.94,4355.71,Yes
6504-GQYKM,Male,0,Yes,Yes,36,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),84.76,3120.07,No
3751-CHYBB,Male,0,Yes,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),31.02,744.44,Yes
6914-TEIEY,Male,0,Yes,No,14,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),85.52,1218.38,No
1805-DCTZZ,Female,0,No,No,69,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),86.61,5975.9,No
3570-MFIED,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,76.98,193.88,No
4739-NQDJY,Female,0,Yes,No,13,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),56.11,730.98,No
5724-IUROM,Female,0,No,No,13,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),70.01,890.17,No
7197-NQDUP,Female,0,No,No,51,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),81.33,4175.59,No
6309-WHPPF,Male,1,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),29.11,2061.69,No
3768-ORRXK,Female,0,No,No,6,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,88.8,506.77,Yes
8386-HJKMN,Male,0,Yes,Yes,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),32.89,718.47,No
7276-DTOWY,Male,0,No,Yes,50,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),67.21,3381.04,No
2657-ZFNHX,Male,0,No,No,14,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,91.46,1320.32,No
7616-PAAOM,Male,0,No,Yes,39,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,58.0,2284.54,No
8550-MWRZF,Male,0,Yes,Yes,20,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,72.49,1458.47,No
3430-USHPJ,Female,0,No,No,72,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,61.43,4429.69,No
2800-GHFIZ,Female,0,Yes,No,15,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,63.67,966.67,No
2951-UMKWR,Female,0,No,Yes,44,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,72.41,3144.0,Yes
6154-EACYD,Female,0,No,Yes,17,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),59.77,989.76,No
4578-HAUTJ,Female,0,No,No,28,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Electronic check,91.84,2568.09,No
4009-OHUWZ,Male,0,No,No,7,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),72.05,499.6,No
7431-ZCLQE,Female,0,No,No,39,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,79.17,3060.02,Yes
3280-XDNHL,Female,0,No,No,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,30.41,1662.3,No
5217-SBUVA,Male,1,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,32.41,194.38,No
7414-OOSQD,Male,0,No,Yes,12,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Mailed check,92.37,1102.09,No
7282-QSFXD,Female,0,Yes,No,53,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),71.02,3735.22,No
1307-SPCGC,Female,0,Yes,No,18,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Mailed check,71.12,1254.72,No
4493-SDYYP,Male,0,No,Yes,22,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),68.58,1494.93,No
6335-FZZPY,Female,1,Yes,Yes,8,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,88.98,669.08,No
1354-WNFWD,Male,0,No,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,27.37,1644.29,No
2283-WKBDO,Male,0,Yes,No,7,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,86.51,607.35,No
4001-BREEJ,Male,0,Yes,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.98,505.79,No
6936-MORIZ,Male,0,No,No,14,No,No phone service,Fiber optic,No,Yes,No,No,No,No,One year,No,Mailed check,66.51,974.85,No
3935-VWSIC,Female,0,No,No,45,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),87.66,3947.51,No
5378-YWIGH,Male,0,No,Yes,72,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),55.61,3968.88,No
2165-OEEGI,Female,1,No,No,4,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,89.82,319.08,No
2790-BWWVP,Male,0,Yes,No,14,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,79.49,1144.05,No
7954-JDTKW,Female,1,Yes,Yes,18,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,68.34,1219.12,Yes
8211-KWGIP,Female,1,No,No,6,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),79.69,445.55,No
9038-TETKM,Female,0,No,No,25,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,84.8,2096.43,No
3596-WPANE,Female,0,No,No,48,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,52.24,2478.9,No
9092-ZAORF,Female,1,Yes,No,30,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),87.14,2636.58,No
6344-UCNFA,Female,0,Yes,No,40,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),88.6,3539.41,No
1309-EQGEM,Female,0,Yes,No,13,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,71.6,923.12,Yes
2104-UUKPK,Female,0,No,No,40,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,76.53,3085.23,No
4394-XXKVQ,Male,0,Yes,Yes,30,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,64.75,1920.2,No
1614-WOQRW,Male,1,No,No,8,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,68.27,543.96,No
6933-YMCLJ,Male,0,Yes,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),22.29,608.84,No
8503-QSRYN,Male,0,No,No,14,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Electronic check,76.66,1063.86,No
9657-WYQCY,Male,1,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.81,1761.52,No
3492-HFXGC,Male,0,No,No,50,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,62.87,3105.33,No
3801-ZTWJF,Female,0,No,No,28,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),63.51,1769.33,No
2545-MRNBS,Male,0,Yes,No,65,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,70.69,4629.14,No
1380-TMDWG,Female,0,Yes,No,41,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,79.53,3225.79,Yes
8390-CNDPR,Male,0,Yes,No,8,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),91.69,731.56,No
8324-MCOOU,Female,0,No,No,72,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),58.87,4184.45,No
2672-JSUSJ,Male,0,No,Yes,6,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),84.2,521.03,Yes
9879-YTWRR,Male,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,85.54,6137.49,No
9582-ZMXSS,Male,0,No,No,30,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,72.73,2201.07,No
8680-IMGLO,Female,0,Yes,No,24,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,62.91,1523.7,No
3278-MFMRQ,Male,0,No,No,12,No,No phone service,DSL,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),55.91,652.37,No
3310-KQRRF,Female,0,No,Yes,31,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,58.13,1784.99,No
2209-WNUFK,Male,0,No,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),29.54,1158.04,No
4947-PPMKJ,Female,1,Yes,Yes,37,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,70.25,2581.84,No
5613-UXQXM,Male,0,Yes,No,30,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,70.52,2110.25,No
6229-XGGAW,Female,0,No,No,22,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),98.4,2220.78,No
5326-QMIFJ,Male,0,Yes,Yes,43,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Mailed check,84.84,3617.51,No
2613-NKVTI,Male,0,No,No,18,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,47.15,902.42,No
9235-SDHWH,Male,1,No,No,24,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),72.13,1759.03,No
3876-IQMTA,Male,1,No,No,35,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,84.06,2934.24,Yes
3386-WSDIL,Male,0,No,No,25,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Mailed check,65.82,1628.58,No
1424-SLLLB,Female,0,No,No,6,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,94.88,554.26,Yes
3040-JFQPY,Male,0,No,No,30,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,56.38,1747.91,No
4298-DCGYY,Male,0,Yes,No,30,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),96.85,2883.71,No
8410-BSZZR,Female,0,No,Yes,28,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.67,1643.8,No
3815-FPSOH,Male,0,Yes,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.0,603.03,Yes
1327-SVGCE,Male,0,No,No,19,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,72.87,1358.98,No
9494-FCKWG,Female,0,No,No,26,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,77.35,2008.93,No
5394-WCWTT,Female,0,No,Yes,13,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,98.65,1275.57,No
8017-APERU,Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,85.64,5806.82,No
4175-YKCNC,Male,0,Yes,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,21.3,731.69,No
3668-TOISM,Female,1,No,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),22.54,722.17,No
4381-DUVTW,Male,1,No,Yes,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.53,1346.74,No
1784-HACYT,Female,0,Yes,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,31.75,321.76,No
2012-UPMSW,Female,0,No,No,17,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,83.42,1443.43,No
8366-TQSHP,Female,0,No,Yes,15,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,77.79,1199.38,No
5444-XQOZT,Male,0,No,Yes,34,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),93.51,3195.0,No
7618-RHKFO,Male,0,No,No,11,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,54.78,642.29,No
1172-FOZDD,Female,0,No,No,45,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Electronic check,76.97,3491.7,No
2018-LCBOE,Female,0,No,No,33,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),70.54,2291.47,Yes
2091-NLMEY,Female,0,Yes,No,14,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Electronic check,77.8,1044.18,No
6090-OQNYH,Female,0,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,29.57,178.92,No
7669-OWOYX,Female,0,No,No,32,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),63.66,2050.22,No
3219-XKKZJ,Male,1,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,26.32,104.43,No
3787-TECQF,Male,0,No,No,13,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,73.29,955.48,No
7670-HHONE,Male,1,No,No,23,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),85.53,1985.69,No
8327-GCDYM,Male,0,Yes,Yes,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),28.54,597.63,No
2519-OCARC,Male,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.6,362.11,Yes
4065-WPQJZ,Female,1,Yes,No,43,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.04,3823.87,No
4327-LEFDU,Female,1,No,Yes,12,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),86.2,1080.88,Yes
6890-GQMDM,Female,1,No,No,15,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,94.47,1424.27,No
7746-WOKFU,Male,0,Yes,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),23.57,680.49,Yes
7592-SWWEO,Female,0,Yes,Yes,28,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,69.15,1927.5,Yes
5053-LGKHH,Female,0,No,No,8,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.52,859.44,Yes
4771-XLRYM,Female,0,Yes,No,27,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),71.38,1893.45,No
1501-FAIKU,Female,1,Yes,No,16,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,97.15,1566.59,Yes
8888-UKTIX,Female,0,Yes,Yes,15,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,102.0,1525.06,Yes
